id,transaction
3204,energy bar|pancakes
3205,burgers|milk|cake|cereals
3206,pickles|light mayo
3207,cake|oil|escalope|pancakes|yogurt cake
3208,yogurt cake|candy bars
3209,ground beef|cookies
3210,tomatoes|mineral water|eggplant|french fries
3211,ground beef|spaghetti|mineral water|chili|escalope
3212,burgers|mineral water|salmon|vegetables mix|pancakes|eggs|frozen smoothie|body spray
3213,whole wheat rice|cookies|protein bar|hand protein bar
3214,french wine|pet food
3215,french fries|escalope|pasta|mushroom cream sauce|fresh bread
3216,mineral water|chocolate|cereals
3217,turkey|eggs
3218,frozen vegetables|tomatoes|chicken|fresh bread|magazines|green tea
3219,dessert wine|ground beef|pepper|butter|chicken|french fries|zucchini
3220,milk|frozen smoothie
3221,french fries|cottage cheese
3222,ground beef|spaghetti|milk|extra dark chocolate|green tea
3223,tomatoes|meatballs|french fries
3224,tomatoes|french fries|strawberries
3225,frozen vegetables|chocolate|eggs|eggplant|clothes accessories|green tea
3226,avocado|brownies
3227,mineral water|eggs|cake|low fat yogurt
3228,dessert wine|ground beef|spaghetti|mineral water|salmon|cooking oil
3229,turkey|mineral water|eggs|bug spray
3230,ground beef|spaghetti|mineral water|nonfat milk|honey|pet food|eggplant|white wine
3231,mineral water|cake
3232,eggs|white wine
3233,burgers|milk|eggs
3234,chili|green beans|pancakes
3235,mineral water|milk|chicken|eggs|blueberries|pancakes
3236,burgers|carrots|french fries|green tea
3237,eggs|cake|chicken
3238,grated cheese|tomatoes|yams|avocado|salmon|rice|cooking oil|gluten free bar|protein bar|hand protein bar
3239,soup|french fries|body spray
3240,eggs|green tea
3241,turkey|mineral water|chocolate|avocado
3242,ham|vegetables mix|frozen smoothie
3243,turkey|frozen vegetables|milk|eggs
3244,eggs|mushroom cream sauce
3245,olive oil|salmon|vegetables mix
3246,eggs|whole wheat rice
3247,french fries|escalope|pasta|mushroom cream sauce
3248,cider|honey|low fat yogurt
3249,mineral water|soup|avocado|champagne|gluten free bar|magazines|mayonnaise|low fat yogurt
3250,ground beef|black tea
3251,turkey|chocolate|whole wheat rice
3252,escalope|pasta
3253,spaghetti|mineral water|avocado|almonds|french wine|oil|green tea|french fries|frozen smoothie|melons
3254,soup|milk
3255,tomatoes|french fries
3256,mint green tea|candy bars
3257,herb & pepper|milk|chicken|vegetables mix|cereals|low fat yogurt
3258,soup|butter|chocolate
3259,red wine|mineral water|soup|avocado|eggs|oil|corn|chocolate bread|french fries|body spray|fresh bread|green tea
3260,shrimp|ground beef|pepper|mineral water|whole wheat rice
3261,eggs|french fries|strawberries
3262,grated cheese|frozen vegetables
3263,chicken|muffins|cake|yogurt cake
3264,frozen vegetables|tomatoes|mineral water|cake
3265,grated cheese|ground beef|whole wheat rice|cake
3266,burgers|grated cheese|mineral water|cake
3267,milk|cookies|white wine
3268,ham|pickles|spaghetti|eggs|whole wheat rice|french fries|champagne
3269,frozen vegetables|whole wheat rice|energy drink
3270,red wine|spaghetti|mineral water|cream|oil|chicken|extra dark chocolate|cookies
3271,ground beef|spaghetti|milk|eggs|chocolate|pancakes|fresh bread
3272,chocolate|mineral water|olive oil|eggs|honey|frozen smoothie|sparkling water|candy bars
3273,avocado|whole wheat rice
3274,tomatoes|flax seed|chicken|green tea|chocolate|cottage cheese
3275,burgers|spaghetti|bug spray|babies food|low fat yogurt
3276,burgers|spaghetti|mineral water|milk|french fries
3277,shrimp|champagne
3278,burgers|eggs|low fat yogurt|green tea
3279,burgers|black tea|escalope
3280,mineral water|eggs
3281,dessert wine|mineral water|milk|flax seed|strong cheese|honey
3282,antioxydant juice|escalope
3283,ham|shrimp|tomatoes|ground beef|chocolate
3284,escalope|honey
3285,mineral water|fromage blanc|cider|eggs
3286,vegetables mix|honey|frozen smoothie
3287,avocado|milk|cereals|fresh bread
3288,parmesan cheese|spaghetti|french fries|cookies
3289,eggs|chicken|green tea|french fries
3290,burgers|ham|tomatoes|spaghetti|hot dogs|fresh bread
3291,burgers|energy bar|eggs
3292,chocolate|fresh bread
3293,chocolate|frozen smoothie|cottage cheese
3294,mineral water|chocolate|mashed potato|brownies
3295,eggs|french fries
3296,shrimp|whole wheat pasta|milk|chocolate|french fries|frozen smoothie|pancakes|energy drink|green tea
3297,eggs|cake|green tea
3298,grated cheese|pepper|pancakes|cake|french fries|green tea
3299,mineral water|salmon
3300,energy drink|mayonnaise
3301,whole wheat pasta|milk|olive oil
3302,avocado|french fries
3303,fresh tuna|pepper|tomato sauce|sandwich
3304,grated cheese|frozen vegetables|french wine|cooking oil|french fries|escalope|fresh bread
3305,cereals|champagne
3306,mineral water|whole wheat rice|cooking oil|french fries|escalope
3307,cooking oil|frozen smoothie|mushroom cream sauce
3308,mineral water|avocado|green tea|chocolate
3309,spaghetti|eggs
3310,burgers|champagne|fresh bread
3311,fresh tuna|ground beef|olive oil|ketchup
3312,spaghetti|meatballs|vegetables mix|muffins|cake
3313,burgers|salmon|eggs|french fries|mushroom cream sauce
3314,champagne|fresh bread
3315,olive oil|cooking oil|cottage cheese
3316,frozen vegetables|olive oil|oatmeal
3317,shrimp|tomatoes
3318,tomatoes|french fries|sandwich
3319,brownies|energy drink
3320,frozen vegetables|spaghetti|mineral water|whole wheat rice|cooking oil|chocolate bread|whole weat flour|brownies
3321,turkey|shrimp|tomatoes|meatballs|energy bar|vegetables mix|whole wheat rice|carrots|green tea
3322,burgers|eggs|chicken|chocolate|french fries|frozen smoothie|champagne|babies food
3323,turkey|burgers|soup|fromage blanc|french fries|cookies
3324,soup|green tea|escalope
3325,ham|shrimp|milk|whole wheat rice|cereals|chocolate|pancakes|fresh bread
3326,spaghetti|mineral water|spinach|honey|cake|french fries|frozen smoothie|energy drink
3327,tomatoes|olive oil
3328,spaghetti|mineral water|barbecue sauce|yogurt cake|salad
3329,burgers|spaghetti|avocado|milk|flax seed|french wine|cider|chocolate|frozen smoothie|green tea
3330,cooking oil|light mayo
3331,mineral water|eggs|bug spray
3332,turkey|burgers|spaghetti|honey|carrots|brownies|green tea
3333,mineral water|black tea|almonds
3334,whole wheat rice|french fries|cookies|fresh bread|green tea
3335,oil|french fries|champagne|cookies|hot dogs|light mayo|tomato juice|green tea
3336,eggs|ham
3337,shrimp|ground beef|cooking oil|cereals|green tea
3338,mineral water|avocado|meatballs|milk|cake|cooking oil|chocolate|french fries
3339,turkey|herb & pepper|ground beef|mineral water|chocolate|milk|eggs|blueberries|honey
3340,ham|spaghetti
3341,burgers|energy bar|almonds|eggs|french fries|green tea
3342,burgers|ham|avocado|eggs|mint green tea|french fries|cookies
3343,escalope|low fat yogurt
3344,dessert wine|ground beef|spaghetti|fromage blanc|cake|chicken|protein bar
3345,cake|cottage cheese
3346,herb & pepper|red wine|spaghetti|eggs|chicken|champagne|tomato juice|low fat yogurt
3347,cookies|low fat yogurt
3348,burgers|eggs
3349,shrimp|tomatoes|ground beef|butter|green tea|toothpaste
3350,eggs|whole wheat rice
3351,turkey|mineral water|eggs|low fat yogurt
3352,turkey|burgers|ham|frozen vegetables|whole wheat rice|chocolate
3353,french fries|escalope
3354,ham|chocolate|ground beef|pepper|mineral water|french fries
3355,burgers|spaghetti
3356,whole wheat rice|rice|oil|cooking oil|french fries|low fat yogurt
3357,french wine|rice|french fries|brownies
3358,avocado|milk
3359,spaghetti|flax seed|french fries
3360,turkey|burgers|mineral water|meatballs|milk|almonds|french wine|eggs|cake|carrots|low fat yogurt
3361,grated cheese|mineral water|rice|frozen smoothie
3362,milk|eggs
3363,herb & pepper|shrimp|ground beef|milk|olive oil|whole wheat rice|fresh bread|low fat yogurt
3364,fresh tuna|almonds
3365,turkey|frozen vegetables|spaghetti|eggs|chocolate|french fries|frozen smoothie|hot dogs|brownies
3366,red wine|spaghetti|carrots
3367,yams|cake
3368,cereals|champagne|salad
3369,pickles|turkey|parmesan cheese|pepper|spaghetti|mineral water|meatballs|milk|olive oil|french wine|salmon|frozen smoothie|fresh bread
3370,grated cheese|herb & pepper|tomatoes|ground beef|mineral water|rice|low fat yogurt
3371,grated cheese|frozen vegetables|milk|salmon|eggs|cooking oil|corn
3372,ground beef|tomato sauce|spaghetti
3373,frozen vegetables|eggs|champagne
3374,grated cheese|mineral water|eggs|protein bar|tomato juice|fresh bread
3375,mineral water|honey
3376,burgers|ham|eggs|whole wheat rice|ham|french fries|cookies|green tea
3377,mineral water|chocolate|chicken
3378,mineral water|chocolate|french fries|strawberries
3379,red wine|olive oil|chicken|eggs|rice|eggplant|sparkling water
3380,turkey|chocolate|red wine|spaghetti|avocado|butter|oil|green beans|body spray
3381,ground beef|clothes accessories|chocolate
3382,muffins|sandwich
3383,fromage blanc|french fries|escalope|pasta|mushroom cream sauce|fresh bread
3384,frozen vegetables|melons
3385,fresh tuna|shrimp|frozen vegetables|tomatoes|fromage blanc|honey|green tea
3386,burgers|red wine|tomatoes|ground beef|mineral water|pancakes
3387,tomatoes|spaghetti|meatballs|french wine|eggs|melons|fresh bread
3388,mineral water|chocolate|french fries|pancakes
3389,french fries|brownies
3390,energy bar|candy bars
3391,tomato juice|candy bars
3392,grated cheese|spaghetti|mineral water|eggs|gums|frozen smoothie|body spray|energy drink
3393,tomatoes|cookies|green tea
3394,avocado|cider|eggs|whole wheat rice|french fries|cookies|low fat yogurt
3395,mint green tea|cookies
3396,cake|chocolate|yogurt cake
3397,burgers|ham|chocolate
3398,eggs|carrots
3399,clothes accessories|cookies
3400,chocolate|ground beef|mineral water|eggs|rice|low fat yogurt
3401,mint green tea|cottage cheese
3402,mineral water|chicken|chocolate|escalope
3403,dessert wine|frozen vegetables|spaghetti
3404,burgers|mineral water
3405,pickles|herb & pepper|tomatoes|ground beef|chocolate|green tea
3406,cookies|honey
3407,fresh tuna|fromage blanc|eggs|honey|frozen smoothie|cookies|cottage cheese|brownies|pancakes|energy drink
3408,cake|gums|green tea|chocolate|champagne
3409,frozen vegetables|tomatoes|parmesan cheese|gums|chocolate|french fries|strawberries
3410,shrimp|frozen vegetables|milk|butter|cake
3411,ground beef|mineral water|french wine|strong cheese
3412,brownies|yogurt cake
3413,burgers|mineral water|milk|olive oil|cake|frozen smoothie|light mayo
3414,french fries|energy drink
3415,burgers|frozen vegetables|ground beef|pepper|spaghetti|mineral water|honey|strawberries
3416,burgers|ham|milk
3417,mineral water|cooking oil|french fries
3418,grated cheese|shrimp|spaghetti|avocado|milk
3419,mineral water|pancakes|eggs|frozen smoothie
3420,mineral water|whole wheat rice
3421,eggs|cake|barbecue sauce|french fries|body spray
3422,mineral water|escalope
3423,fresh tuna|frozen vegetables|spaghetti|mineral water|milk|chutney|eggs|light cream|cooking oil|tomato juice|green tea
3424,burgers|chocolate|french wine|pancakes
3425,grated cheese|frozen vegetables|mineral water|pancakes
3426,turkey|frozen vegetables|ground beef|mineral water|chicken|barbecue sauce|sparkling water
3427,grated cheese|french fries|frozen smoothie|escalope|pasta
3428,mineral water|vegetables mix|chocolate
3429,ground beef|tomato sauce|spaghetti|chicken|salmon|oatmeal|eggplant|green tea
3430,shrimp|ground beef|salmon|strawberries
3431,grated cheese|ground beef
3432,salt|green tea
3433,eggs|french fries
3434,chocolate|mushroom cream sauce
3435,grated cheese|mineral water|green tea
3436,energy bar|eggs|french fries|melons
3437,burgers|mineral water
3438,turkey|ham|meatballs|pancakes|whole wheat rice|chicken|carrots
3439,mineral water|low fat yogurt
3440,ham|soup|olive oil|blueberries
3441,tomatoes|french fries|cookies
3442,escalope|pasta
3443,spaghetti|olive oil|eggs|brownies|tomato juice|low fat yogurt
3444,french fries|strawberries
3445,tomatoes|olive oil|french wine|chocolate|frozen smoothie|honey
3446,shrimp|spaghetti|mineral water|chocolate|oil|protein bar
3447,ham|eggs|honey|gums|light cream|ham
3448,chocolate|light mayo
3449,soda|escalope|tomato juice
3450,spaghetti|eggs
3451,burgers|pancakes
3452,grated cheese|spaghetti|butter
3453,muffins|eggs|pancakes
3454,eggs|honey
3455,tomatoes|chocolate
3456,frozen vegetables|milk|bug spray|escalope
3457,mineral water|frozen smoothie|strawberries|green tea
3458,chocolate|frozen vegetables|pancakes|champagne
3459,pepper|mineral water
3460,spaghetti|avocado|honey|clothes accessories
3461,turkey|frozen vegetables|spaghetti|mineral water|chocolate|vegetables mix|frozen smoothie
3462,spaghetti|mineral water
3463,spaghetti|chicken
3464,frozen vegetables|spaghetti|mineral water|bacon|whole wheat rice|eggplant|french fries|champagne|escalope|shampoo
3465,frozen smoothie|cottage cheese|low fat yogurt
3466,whole wheat pasta|eggs|cake|frozen smoothie|cookies
3467,spaghetti|whole wheat rice|cake|chocolate|cookies
3468,ham|milk|chicken|whole wheat rice|ham|eggplant
3469,spaghetti|mineral water|avocado|strawberries
3470,pancakes|yogurt cake
3471,turkey|mineral water|honey|whole wheat rice
3472,fromage blanc|honey|chicken|cereals|french fries|frozen smoothie|light mayo|green tea
3473,ground beef|tomato sauce
3474,frozen vegetables|avocado|milk|french fries|light mayo
3475,frozen vegetables|tomatoes|fromage blanc|eggs|champagne|frozen smoothie|light mayo
3476,burgers|milk|cereals
3477,french fries|shallot
3478,turkey|spaghetti|eggs|honey|french fries|champagne|pancakes|protein bar
3479,burgers|vegetables mix|green tea
3480,shrimp|frozen vegetables|tomatoes|strawberries
3481,mineral water|milk|cake|whole weat flour|french fries
3482,champagne|cookies
3483,frozen vegetables|mineral water|low fat yogurt|green tea
3484,herb & pepper|spaghetti|escalope|mushroom cream sauce|green tea
3485,turkey|frozen vegetables|tomatoes|avocado|energy bar|pancakes|light cream|cooking oil|pet food|oatmeal
3486,burgers|tomatoes|soup|french fries|cookies|body spray|green tea
3487,mineral water|milk|cider|chocolate|french fries
3488,burgers|fresh tuna|tomatoes|pepper|spaghetti|french wine|honey|chocolate|green tea
3489,spaghetti|gums
3490,ham|spaghetti|hot dogs
3491,burgers|frozen vegetables|chocolate|vegetables mix|rice|frozen smoothie
3492,mineral water|whole wheat rice
3493,frozen vegetables|mineral water|pancakes|mushroom cream sauce|mayonnaise
3494,burgers|butter|whole wheat rice|oil|cookies|green tea
3495,eggs|cake
3496,muffins|gums
3497,dessert wine|mineral water|eggs|french fries
3498,turkey|red wine|frozen vegetables|spaghetti|mineral water|milk|olive oil|eggs|cauliflower|low fat yogurt
3499,strawberries|melons
3500,french fries|hot dogs|body spray|light mayo
3501,chocolate|avocado|milk|eggs|cooking oil|strawberries
3502,chocolate|frozen vegetables|tomatoes|spaghetti
3503,burgers|eggs|chocolate|french fries|low fat yogurt|green tea
3504,tomatoes|meatballs|butter|muffins|eggs|babies food|low fat yogurt
3505,black tea|muffins
3506,mineral water|honey|low fat yogurt
3507,chocolate|honey
3508,spaghetti|soup|cake|rice|tomato juice|zucchini
3509,cake|mint green tea
3510,muffins|escalope|white wine|green tea
3511,shrimp|milk|olive oil|green tea
3512,burgers|spaghetti|avocado
3513,ground beef|spaghetti|mineral water|eggs|chicken|cereals|french fries|protein bar
3514,muffins|french fries
3515,ham|tomatoes|mineral water|soup|milk|vegetables mix|cake|bramble|frozen smoothie|escalope|hot dogs|cottage cheese|low fat yogurt
3516,turkey|fresh tuna|frozen vegetables|tomatoes|parmesan cheese|spaghetti|mineral water|milk|almonds|vegetables mix|nonfat milk|whole wheat rice
3517,frozen vegetables|avocado|milk|almonds|chicken|eggs|whole wheat rice|green beans|frozen smoothie
3518,chocolate|ground beef|spaghetti|mineral water|salmon|pancakes|whole wheat rice|green beans
3519,ground beef|spaghetti|honey|extra dark chocolate
3520,spaghetti|frozen smoothie|hot dogs|fresh bread
3521,green tea|tea
3522,chocolate|grated cheese|cooking oil|escalope
3523,red wine|chicken|whole wheat rice
3524,grated cheese|eggs
3525,spaghetti|green tea|french fries|shampoo
3526,champagne|white wine
3527,herb & pepper|frozen vegetables|mineral water|cooking oil|french fries|toothpaste
3528,mineral water|ham|frozen smoothie
3529,chocolate|milk|olive oil
3530,avocado|yogurt cake
3531,cake|cooking oil|green tea
3532,burgers|mineral water|milk
3533,pepper|vegetables mix
3534,frozen vegetables|spaghetti|butter|pancakes|mint
3535,cake|french fries
3536,ham|spaghetti|mineral water|french wine|frozen smoothie|cottage cheese
3537,mineral water|french wine|eggs|chocolate
3538,tomatoes|mineral water
3539,pet food|french fries
3540,grated cheese|milk
3541,ham|grated cheese|chocolate|whole wheat rice|yogurt cake|cauliflower
3542,frozen vegetables|tomatoes|mineral water|chicken|salmon|muffins|chocolate|green tea
3543,french fries|cookies
3544,ham|mineral water|milk
3545,turkey|frozen vegetables|spaghetti|avocado|butter|chicken|whole wheat rice|cake|tomato juice
3546,olive oil|salmon|honey
3547,frozen vegetables|ground beef|spaghetti|mineral water|muffins|rice|green beans|french fries|hot dogs
3548,burgers|low fat yogurt
3549,frozen vegetables|olive oil|tomato juice
3550,grated cheese|fromage blanc|cookies
3551,escalope|zucchini
3552,mineral water|cereals|antioxydant juice|green tea|french fries|champagne|pancakes
3553,mineral water|fromage blanc|french fries|body spray|pancakes|energy drink|green tea
3554,burgers|frozen vegetables|ground beef|spaghetti|french wine|frozen smoothie|cottage cheese|brownies
3555,grated cheese|spaghetti|mineral water|salmon|whole wheat rice|blueberries|green beans|sandwich|pancakes|shampoo
3556,herb & pepper|mineral water|soup|honey|fresh bread
3557,herb & pepper|yogurt cake
3558,burgers|frozen vegetables|milk|vegetables mix|cereals|chocolate|french fries|escalope|brownies
3559,tomatoes|spaghetti|mineral water|chocolate|olive oil|almonds|cake|tomato juice|fresh bread
3560,turkey|eggs
3561,butter|barbecue sauce
3562,mineral water|whole wheat rice
3563,meatballs|whole wheat rice
3564,tomato sauce|mineral water|soup|cereals|french fries
3565,soup|chicken|cooking oil|french fries
3566,grated cheese|herb & pepper|spaghetti|mineral water|milk|cooking oil|frozen smoothie
3567,red wine|pepper|muffins|champagne|green tea
3568,ground beef|pepper|avocado|bacon|whole wheat rice|bug spray|eggplant|chocolate|frozen smoothie|escalope|sparkling water
3569,chocolate|cider|muffins|eggs|french fries|cottage cheese|pancakes|gluten free bar
3570,butter|chicken|green tea|cookies
3571,mineral water|cereals
3572,cookies|energy drink
3573,mineral water|eggs|cookies|strawberries
3574,burgers|ham|whole wheat pasta|pepper|spaghetti|black tea|french wine|chicken|bacon|vegetables mix|pancakes|eggs|barbecue sauce|eggplant|green tea
3575,turkey|bacon|cooking oil|barbecue sauce|ketchup|melons
3576,almonds|eggs
3577,burgers|ham|mineral water|soup|avocado|milk|whole wheat rice|shampoo|babies food
3578,chocolate|tomatoes|mineral water|avocado|cooking oil|french fries|cookies|pasta|low fat yogurt
3579,meatballs|milk
3580,burgers|whole wheat pasta|almonds|chicken
3581,chocolate|milk
3582,grated cheese|spaghetti
3583,red wine|whole wheat pasta|spaghetti|butter|french wine|fromage blanc|green beans|french fries|brownies|energy drink|low fat yogurt
3584,frozen vegetables|mineral water|low fat yogurt
3585,mineral water|milk|energy bar|eggs|chocolate|frozen smoothie
3586,hand protein bar|low fat yogurt|honey
3587,eggs|cake|gums
3588,frozen vegetables|mineral water
3589,avocado|black tea|whole wheat rice|cake|french fries|cottage cheese|tomato juice|green tea
3590,spaghetti|mineral water|strong cheese
3591,pancakes|energy drink|light mayo|fresh bread|zucchini
3592,cooking oil|champagne
3593,bug spray|hot dogs
3594,tomatoes|champagne|strawberries|yogurt cake|green tea
3595,burgers|cider|pancakes|french fries|green tea
3596,spaghetti|mineral water|hot dogs
3597,frozen vegetables|tomatoes|ground beef|pepper|spaghetti|mineral water|olive oil|champagne|frozen smoothie|mushroom cream sauce|hot dogs|protein bar|green tea
3598,turkey|fromage blanc|french fries
3599,fresh tuna|mineral water|french wine|cooking oil|green tea|frozen smoothie
3600,turkey|herb & pepper|mineral water
3601,strawberries|energy drink
3602,shrimp|eggs|french fries|strawberries|green tea
3603,butter|french fries|protein bar
3604,shrimp|tomatoes|spaghetti|mineral water|soup|nonfat milk|pancakes|oatmeal|white wine
3605,mineral water|escalope|shallot|tomato juice
3606,fresh tuna|mineral water|avocado|eggs|champagne|brownies
3607,ham|eggs|champagne
3608,tomatoes|eggs
3609,butter|pancakes|eggs|frozen smoothie|low fat yogurt
3610,spaghetti|mineral water|meatballs|cooking oil
3611,mineral water|meatballs|chicken|green tea
3612,burgers|tomatoes|ground beef|mineral water|cider|eggs|cooking oil|chocolate
3613,milk|eggs
3614,cookies|green tea
3615,grated cheese|frozen vegetables|tomatoes|spaghetti|olive oil|pancakes|gluten free bar|green tea
3616,tomatoes|french fries
3617,ham|grated cheese|black tea|oil|cooking oil|melons
3618,grated cheese|tomatoes|salmon|whole wheat rice
3619,spaghetti|mineral water|bacon|spinach|cake|cooking oil|extra dark chocolate
3620,mineral water|pancakes
3621,burgers|chocolate
3622,chocolate|low fat yogurt
3623,herb & pepper|tomatoes|mineral water|chocolate|soup|milk|flax seed|honey|protein bar
3624,frozen vegetables|chocolate|champagne|low fat yogurt
3625,eggs|whole wheat rice|french fries|champagne|escalope
3626,burgers|spaghetti|milk|eggs|french fries|cookies
3627,almonds|pancakes|eggs|chocolate|french fries|mint
3628,grated cheese|spaghetti|mineral water|chicken|nonfat milk|eggs|cake
3629,french fries|escalope
3630,fresh tuna|turkey|salmon|cake
3631,spaghetti|mineral water|cooking oil|oatmeal|hot dogs|green tea
3632,frozen vegetables|tomatoes|ground beef|spaghetti|mineral water|soup|milk|tea|chocolate|hot dogs|cauliflower|low fat yogurt
3633,frozen vegetables|mineral water|energy bar|french fries|hot dogs|energy drink|low fat yogurt
3634,cookies|brownies
3635,cookies|energy drink
3636,chocolate|french fries
3637,turkey|red wine|parmesan cheese|spaghetti|mineral water|meatballs|olive oil|bacon|honey|blueberries|chocolate bread|hot dogs|brownies|pancakes
3638,frozen vegetables|spaghetti|chicken|extra dark chocolate|cottage cheese
3639,shrimp|soup|milk|low fat yogurt
3640,mineral water|soup|oil|cooking oil|honey
3641,herb & pepper|ground beef|french fries|frozen smoothie|protein bar|low fat yogurt
3642,frozen smoothie|mint
3643,turkey|burgers|frozen vegetables|ground beef|mineral water|cake
3644,herb & pepper|shrimp|ground beef|mineral water|chocolate|low fat yogurt
3645,herb & pepper|mineral water|cake|light cream|carrots
3646,spaghetti|chicken
3647,burgers|mineral water|cider|bacon|eggs|cake|carrots|chocolate|green tea
3648,milk|green grapes|eggs|cake|french fries|frozen smoothie|fresh bread
3649,grated cheese|mineral water|cake|chicken|low fat yogurt
3650,frozen vegetables|ground beef|mineral water|milk|olive oil|eggs|cooking oil|chicken|pet food|chocolate
3651,eggs|cooking oil|chocolate|mashed potato|mushroom cream sauce|cottage cheese|brownies|pancakes
3652,red wine|mineral water|champagne|mushroom cream sauce
3653,tomatoes|cake
3654,mineral water|chocolate|escalope|low fat yogurt
3655,mineral water|chicken|cereals
3656,burgers|ground beef|mineral water|olive oil|eggs|barbecue sauce
3657,herb & pepper|eggs
3658,turkey|herb & pepper|spaghetti|chicken|pancakes|extra dark chocolate|hot dogs|green tea
3659,cake|green tea|strawberries
3660,burgers|grated cheese|french wine|eggs|carrots|salt
3661,frozen vegetables|chocolate
3662,burgers|grated cheese|champagne
3663,ground beef|spaghetti|chicken|pancakes
3664,spaghetti|chocolate|cookies|strawberries|low fat yogurt
3665,chocolate|red wine|tomato sauce|avocado|energy bar|oil|french fries|salt
3666,chocolate|cookies
3667,mineral water|milk
3668,spaghetti|yams|whole wheat rice|cake|low fat yogurt
3669,spaghetti|mineral water
3670,frozen smoothie|brownies
3671,tomatoes|cake|cooking oil
3672,burgers|chocolate|spaghetti|mineral water|olive oil|pancakes|eggs|mayonnaise
3673,ground beef|mineral water|french wine|chocolate bread|chocolate|frozen smoothie
3674,soda|cereals|salt
3675,frozen vegetables|milk|butter|chocolate|french fries
3676,ground beef|eggs
3677,herb & pepper|tomatoes|ground beef|mineral water|black tea|escalope|protein bar
3678,red wine|ground beef|mineral water|milk|whole wheat rice|cake|escalope|yogurt cake|zucchini
3679,spaghetti|muffins|whole wheat rice|french fries|mayonnaise|low fat yogurt
3680,tomatoes|ground beef|salmon|eggs|gums|french fries|champagne|low fat yogurt
3681,turkey|frozen vegetables|ground beef|spaghetti|chocolate|olive oil|french wine|ketchup|frozen smoothie|light mayo|fresh bread
3682,eggs|cooking oil|chocolate|escalope
3683,burgers|french fries
3684,herb & pepper|cooking oil|escalope|zucchini
3685,mineral water|milk|whole wheat rice|pancakes|low fat yogurt
3686,mineral water|eggs|extra dark chocolate|pancakes
3687,tomatoes|mineral water|salmon|chocolate
3688,ham|mineral water|eggs
3689,red wine|mineral water|nonfat milk|muffins|chocolate bread|hot dogs|cauliflower
3690,ground beef|honey|whole wheat rice
3691,spaghetti|honey|carrots|french fries|green tea
3692,shrimp|tomatoes|spaghetti|mineral water|salmon|chocolate
3693,turkey|mineral water|milk|salmon|green tea|chocolate|escalope
3694,fresh tuna|herb & pepper|frozen vegetables|cereals
3695,french fries|escalope|energy drink
3696,escalope|low fat yogurt
3697,french fries|escalope
3698,turkey|grated cheese|herb & pepper|tomato sauce|spaghetti|black tea|salmon|eggs|rice
3699,shrimp|frozen vegetables|tomatoes|spaghetti|soup|meatballs|butter|vegetables mix|whole wheat rice|gums|corn|frozen smoothie|tomato juice
3700,parmesan cheese|spaghetti|mineral water|chicken
3701,spaghetti|mineral water|chocolate|pancakes|brownies|light mayo|melons|protein bar
3702,ground beef|spaghetti|mineral water|milk|olive oil|light cream|cottage cheese|green tea
3703,shrimp|spaghetti
3704,chocolate|herb & pepper|spaghetti
3705,frozen vegetables|olive oil|chocolate|french fries|escalope|mint
3706,frozen vegetables|mineral water|chocolate bread|whole weat flour|pancakes|low fat yogurt
3707,spaghetti|french wine|low fat yogurt
3708,cooking oil|champagne|escalope
3709,grated cheese|mineral water|chocolate|pancakes|cooking oil|low fat yogurt
3710,turkey|red wine|butter|bacon|eggs|cake|barbecue sauce|ketchup|pet food|french fries|salt|shampoo|green tea
3711,fresh tuna|chocolate|ground beef|pepper|spaghetti|milk|olive oil|almonds|salmon|vegetables mix|muffins|low fat yogurt
3712,spinach|eggs|whole wheat rice
3713,spaghetti|mineral water|cooking oil
3714,chocolate|frozen vegetables|ground beef|spaghetti|mineral water|avocado|milk|cake|low fat yogurt
3715,tomatoes|spaghetti|frozen smoothie
3716,turkey|shrimp|spaghetti|meatballs|milk|olive oil|eggs|whole wheat rice|carrots|eggplant|tea
3717,vegetables mix|muffins|spinach
3718,ground beef|pepper|mineral water|soup|milk|olive oil|black tea|chicken|chutney|nonfat milk|eggs|brownies
3719,burgers|soup|fromage blanc|cake
3720,mineral water|nonfat milk|eggs|carrots
3721,herb & pepper|ground beef|spaghetti|mineral water|milk|olive oil|chicken|cereals|fresh bread
3722,grated cheese|pancakes|french fries
3723,turkey|fresh tuna|frozen vegetables|milk|chutney|nonfat milk|soda|cooking oil|frozen smoothie
3724,eggs|eggplant|cookies
3725,cookies|low fat yogurt
3726,bacon|eggs|french fries|yogurt cake
3727,eggs|frozen smoothie
3728,burgers|almonds|cookies
3729,french wine|toothpaste
3730,turkey|mineral water|honey|cooking oil|escalope|protein bar|mint
3731,turkey|ham|mineral water|olive oil|butter|french wine|green tea|brownies|fresh bread
3732,chocolate|low fat yogurt
3733,burgers|tomatoes|mineral water|honey|bug spray|rice|oil|chicken|chocolate|french fries|escalope
3734,shrimp|pancakes|oatmeal
3735,flax seed|cooking oil|frozen smoothie|cookies
3736,whole wheat rice|cookies
3737,turkey|burgers|eggs|whole wheat rice|french fries|green tea
3738,pancakes|yogurt cake
3739,burgers|ground beef|energy bar|eggs|french fries
3740,spaghetti|mineral water|milk|eggs|salad|tomato juice
3741,grated cheese|gums|french fries|honey
3742,spaghetti|mineral water|soup|olive oil|salmon|blueberries|gums|hot dogs|melons
3743,turkey|shrimp|eggs|french fries
3744,herb & pepper|ground beef|salmon|whole wheat rice|champagne
